issue,url,state,title,priority_label,priority_in_title,labels,milestone,assignees,last_activity,age_days,comments,lane,disposition,next_action,native_open_dependencies,native_dependency_coverage,flags,unchecked_body_items,acceptance_source,evidence_file,responsible_role,phase_activation,exit_evidence,review_date,release_rule,baseline,acceptance_items
Fortemi/fortemi#927,https://git.integrolabs.net/Fortemi/fortemi/issues/927,open,fix(backup): harden knowledge-archive upload and database restore trust boundary,P1,,P1: High; area/archives; area/auth; area/backup; area/rest-api; bug; documentation; effort/medium; security; testing,Hosted auth and multi-tenancy launch gate,,2026-09-05T06:03:01Z,1,14,D,execute,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt.",,read,no-assignee,10,https://git.integrolabs.net/Fortemi/fortemi/issues/927,evidence/Fortemi--fortemi-issues.json,"Auth, server, HotM and ITOps owners",Parallel gated Phase 2,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Validate `.archive` structure before writing anything: exactly one backup payload, at most one `metadata.json`, no unexpected entries, no duplicate entries, and only regular files unless explicitly supported.
- [ ] Reject path-like tar entry names before reading full content: `/`, `..`, backslashes, platform drive prefixes, nested paths, empty names, or names outside an explicit allowlist.
- [ ] Bound multipart upload bytes, tar entry count, total unpacked bytes, per-entry bytes, metadata bytes, and `.sql.gz` decompressed bytes.
- [ ] Define whether `.archive` can contain a knowledge shard, a SQL dump, or both; reject ambiguous bundles.
- [ ] Validate metadata schema and redact/sanitize metadata errors so large content, host paths, credentials, or SQL snippets are not echoed.
- [ ] Treat SQL restore as trusted privileged restore: require admin authorization, clear docs, optional confirmation/feature gate for hosted mode, and no claim that uploaded SQL backups are safe untrusted imports.
- [ ] Stream or spool large restore input instead of reading decompressed SQL fully into process memory, or enforce a small enough decompressed-size cap.
- [ ] Make validation complete before destructive restore behavior such as `DROP SCHEMA CASCADE` or public-schema drop scripts.
- [ ] Add regression tests for duplicate payload, duplicate metadata, unexpected extra entry, `../evil.sql.gz`, symlink/hard-link/device tar entries, oversized compressed archive, oversized decompressed SQL, malformed metadata, and hosted-mode trusted-restore denial.
- [ ] Update `docs/content/backup.md` and MCP backup docs to distinguish app-level knowledge-shard import from privileged database restore."
Fortemi/fortemi#930,https://git.integrolabs.net/Fortemi/fortemi/issues/930,open,ci(actions): replace token-bearing git clone URLs and verify job token permissions,P1,,P1: High; bug; ci/cd; effort/medium; infrastructure; security; testing,Native server distribution backlog,,2026-09-06T20:31:34Z,57,10,C,refresh,"Compare the current release-only guards and pinned workflow graph with this older CI issue; retain only unproven permissions, credential transport, action/image pinning and publication acceptance. Do not infer closure from one green run.",,read,no-assignee,7,https://git.integrolabs.net/Fortemi/fortemi/issues/930,evidence/Fortemi--fortemi-issues.json,Server and client maintainers,Next; Phase 0 / Phase 1,"Reconcile issue acceptance with current source, close the remaining exact enforcement/test cells and pass repository delivery gates before promoting the affected surface. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Token-bearing `https://token:...@` clone URLs are removed from all workflows or isolated behind a documented compatibility exception.
- [ ] Manual checkout paths do not persist credentials in `.git/config` after checkout.
- [ ] A workflow lint fails new token-bearing clone URLs, token-bearing remote URLs, and token interpolation into remote shell scripts.
- [ ] Every workflow/job declares explicit Gitea-compatible `permissions:` where supported.
- [ ] PR/test jobs request read-only code access; release jobs request only the exact `code`/`releases`/`packages` permissions they need.
- [ ] PAT-style secret use is documented with scope, rotation, and why `GITEA_TOKEN` cannot be used.
- [ ] #887 references this issue as the concrete clone-token cleanup child."
Fortemi/fortemi#932,https://git.integrolabs.net/Fortemi/fortemi/issues/932,open,fix(inference): make OpenAI-compatible SSE parsing framed and usage-aware before bridge streaming,P1,,P1: High; area/rest-api; bug; effort/medium; infrastructure; security; testing,,,2026-06-22T22:31:47Z,75,5,E,execute,"Complete the canonical provider/protocol and policy prerequisites before adapters; prove streaming, metering, quota, destination and retention behavior for the declared provider profile.",,read,stale-60d; no-milestone; no-assignee,6,https://git.integrolabs.net/Fortemi/fortemi/issues/932,evidence/Fortemi--fortemi-issues.json,Server inference and gateway maintainers,Phase 3 after foundation contracts,"Complete the canonical provider/protocol and policy prerequisites before adapters; prove streaming, metering, quota, destination and retention behavior for the declared provider profile. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Add a framed SSE parser that buffers transport chunks until complete SSE events are received, including multi-line `data:` handling and split-frame tests.
- [ ] Distinguish event classes: content delta, role/start metadata, tool/function delta where represented, refusal/error, finish, final usage, heartbeat/comment, terminal `[DONE]`, and malformed upstream frame.
- [ ] Preserve enough OpenAI-compatible chunk metadata for #873 canonical stream events and #877 usage metering: chunk id, object, created, model, choice index, finish reason, usage, usage-final-present, and provider/raw scrubbed JSON where safe.
- [ ] Do not expose this richer parser through `Stream<Item = Result<String>>` alone for bridge paths; either introduce an internal stream event enum or keep the text projection as a compatibility wrapper over the event parser.
- [ ] Treat provider SSE error frames and malformed JSON as protocol errors that can be surfaced to bridge clients without leaking provider keys, full URLs, or hidden route policy.
- [ ] Tests cover: frame split across byte chunks, multiple SSE events in one byte chunk, `[DONE]`, final usage-only chunk with empty `choices`, stream with no final usage, upstream error frame, comment/heartbeat lines, and malformed JSON."
Fortemi/fortemi#934,https://git.integrolabs.net/Fortemi/fortemi/issues/934,open,fix(search): align semantic result snippets with embedded source content,P2,,P2: Medium; area/search; bug; effort/medium; infrastructure; testing,,,2026-06-22T23:49:24Z,75,3,C,execute,"Prioritize the issue-specific retrieval/embedding correctness gate: scope before ranking, correct content projection, complete batch cardinality/order/dimensions and atomic replacement. Reuse #1091 contracts and the delivered #979 rollback boundary.",,read,stale-60d; no-milestone; no-assignee,0,https://git.integrolabs.net/Fortemi/fortemi/issues/934,evidence/Fortemi--fortemi-issues.json,Server and client maintainers,Next; Phase 0 / Phase 1,"Reconcile issue acceptance with current source, close the remaining exact enforcement/test cells and pass repository delivery gates before promoting the affected surface. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,
Fortemi/fortemi#935,https://git.integrolabs.net/Fortemi/fortemi/issues/935,open,design(plugin): reconcile sidecar policy before EE control-plane plugin work,P2,,P2: Medium; documentation; effort/medium; enhancement; infrastructure; security; testing,,,2026-06-23T02:13:04Z,75,4,D,execute,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt.",,read,stale-60d; no-milestone; no-assignee,7,https://git.integrolabs.net/Fortemi/fortemi/issues/935,evidence/Fortemi--fortemi-issues.json,"Auth, server, HotM and ITOps owners",Parallel gated Phase 2,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] A design doc or ADR update identifies the plugin class for each surface listed above.
- [ ] #712 scope is updated or confirmed to cover only the shared lifecycle/contract layer and not the full sidecar protocol.
- [ ] #721 scope is confirmed as Class A first or rewritten as a sidecar proof with its dependency list updated.
- [ ] #722 certification/signing policy distinguishes build-time Class A trust from runtime Class B/C connection trust using the final decision here.
- [ ] #853 MCP process model is either documented as a sidecar exception or aligned back to the default policy.
- [ ] If any sidecar path is selected, follow-up issues exist for schema/protocol implementation and conformance tests.
- [ ] Stale contradictory language is removed from ADRs/specs/process docs."
Fortemi/fortemi#936,https://git.integrolabs.net/Fortemi/fortemi/issues/936,open,fix(jobs): restrict extraction adapter _source_path to trusted storage-derived paths,P1,,P1: High; area/extraction; bug; effort/medium; infrastructure; jobs; security; testing,,,2026-06-22T22:44:50Z,75,5,C,execute,"Reconcile issue acceptance with current source, close the remaining exact enforcement/test cells and pass repository delivery gates before promoting the affected surface.",,read,stale-60d; no-milestone; no-assignee,8,https://git.integrolabs.net/Fortemi/fortemi/issues/936,evidence/Fortemi--fortemi-issues.json,Server and client maintainers,Next; Phase 0 / Phase 1,"Reconcile issue acceptance with current source, close the remaining exact enforcement/test cells and pass repository delivery gates before promoting the affected surface. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] External job/API/MCP/plugin config cannot inject `_source_path` into audio/video adapters.
- [ ] Adapter path access uses a typed internal source/provenance object or an equivalent sealed config path that untrusted callers cannot construct.
- [ ] All direct `std::fs::read` / path-consuming adapter paths are covered by tests for traversal, sibling-prefix tricks, symlink escape, nonexistent path, and permission denied.
- [ ] Managed attachment path access proves the path came from `FileStorageRepository` metadata for the requested attachment and current archive/tenant context.
- [ ] Future Referenced path access is blocked until #775/#890 root policy is implemented.
- [ ] Derived-file `source_path` persistence cannot read arbitrary caller-provided paths.
- [ ] Logs/errors avoid leaking full host paths where that would expose operator filesystem layout.
- [ ] Regression tests are included in the TI-EXTSTORAGE aggregate gate (#797) or a jobs security suite that #797 depends on."
Fortemi/fortemi#938,https://git.integrolabs.net/Fortemi/fortemi/issues/938,open,fix(deploy): replace checked-in source-tree systemd units with safe templates,P1,,P1: High; bug; documentation; effort/small; infrastructure; security; testing,Native server distribution backlog,,2026-06-23T01:05:36Z,75,5,H,execute,"Define the actual supported platform/artifact/prerequisite matrix, then prove verified download, install, service lifecycle and rollback on clean supported hosts.",,read,stale-60d; no-assignee,6,https://git.integrolabs.net/Fortemi/fortemi/issues/938,evidence/Fortemi--fortemi-issues.json,Release and platform maintainers,Phase 5; distinguish artifact support from installation,"Define the actual supported platform/artifact/prerequisite matrix, then prove verified download, install, service lifecycle and rollback on clean supported hosts. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] No checked-in service unit hard-codes `/home/roctinam/dev/fortemi`, `User=roctinam`, or `Group=roctinam` as deploy defaults.
- [ ] No checked-in service unit contains `matric:matric` or `PGPASSWORD=matric` as an active default.
- [ ] Service units load secrets/config from an operator-owned env file or generated config path with documented permissions.
- [ ] If example credentials remain in docs, they are clearly marked local/dev only and are not active defaults in deployable units.
- [ ] #642 native service lifecycle either consumes these templates or documents why it replaces them.
- [ ] A smoke check verifies generated/rendered units reference the intended install directory and binary path for a non-`roctinam` user."
Fortemi/fortemi#939,https://git.integrolabs.net/Fortemi/fortemi/issues/939,open,design(streaming): minimize and classify outbound Redis Stream payloads before publisher fan-out,P1,,P1: High; area/rest-api; documentation; effort/medium; infrastructure; jobs; security; testing,Streaming realtime phase 1,,2026-06-26T11:02:12Z,72,3,G,execute,"Resolve default-mode, outbox backpressure and payload-minimization decisions; implement durable publisher/consumer semantics with bounded retention, replay and auth tests.",,read,stale-60d; no-assignee,8,https://git.integrolabs.net/Fortemi/fortemi/issues/939,evidence/Fortemi--fortemi-issues.json,Server realtime and jobs maintainers,Phase 5 after policy decisions,"Resolve default-mode, outbox backpressure and payload-minimization decisions; implement durable publisher/consumer semantics with bounded retention, replay and auth tests. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] A versioned Redis Stream envelope/schema is documented before #593 publishes events.
- [ ] The schema does not default to copying arbitrary `event_outbox.payload` into Redis without a sensitivity decision.
- [ ] `transcript_partial` raw text is either excluded from Redis/Postgres durable fan-out, coalesced/minimized, or explicitly accepted with retention/security requirements.
- [ ] Inbound webhook payloads and provider/config events have redaction/minimization rules before publication.
- [ ] #596 health/metrics can report stream state without exposing raw payloads or high-cardinality subject data.
- [ ] #594/#595 consumer designs state whether they fetch full event payloads from Redis, Postgres by outbox ID, or an authorized API/repository path.
- [ ] Docs describe Redis security assumptions for event-bus mode, distinct from cache-only Redis usage.
- [ ] Tests prove sensitive fields are not published to Redis for at least one transcript, webhook, and provider/config fixture."
Fortemi/fortemi#940,https://git.integrolabs.net/Fortemi/fortemi/issues/940,open,design(mcp): decide legacy HTTP+SSE compatibility policy before remote MCP launch,P1,,P1: High; area/auth; area/rest-api; documentation; effort/medium; infrastructure; mcp-api; security; testing,Hosted auth and multi-tenancy launch gate,,2026-06-23T21:09:11Z,74,10,D,execute,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt.",,read,stale-60d; no-assignee,6,https://git.integrolabs.net/Fortemi/fortemi/issues/940,evidence/Fortemi--fortemi-issues.json,"Auth, server, HotM and ITOps owners",Parallel gated Phase 2,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Operator docs state whether `/sse` + `/messages` are enabled, disabled, deprecated, or removed for hosted remote MCP.
- [ ] If enabled, legacy SSE routes are protected by #914/#917/#919/#921 semantics and covered by #899 tests.
- [ ] If disabled by default, startup output and reverse-proxy docs stop advertising `/sse` unless the compatibility flag is on.
- [ ] If a compatibility flag exists, invalid boolean parsing follows #928's strict config parsing model.
- [ ] Docs identify Streamable HTTP as the primary remote MCP transport and legacy HTTP+SSE as compatibility-only.
- [ ] `MCP-Session-Id`/query `sessionId` are documented as opaque transport identifiers, not authorization credentials."
Fortemi/fortemi#941,https://git.integrolabs.net/Fortemi/fortemi/issues/941,open,fix(oauth): require PKCE/S256 and constrain loopback redirect matching by client type,P1,,P1: High; area/auth; area/rest-api; bug; documentation; effort/small; security; testing; tier/licensed-server,Hosted auth and multi-tenancy launch gate,,2026-07-19T09:50:27Z,49,12,D,execute,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt.",,read,no-assignee,0,https://git.integrolabs.net/Fortemi/fortemi/issues/941,evidence/Fortemi--fortemi-issues.json,"Auth, server, HotM and ITOps owners",Parallel gated Phase 2,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,
Fortemi/fortemi#942,https://git.integrolabs.net/Fortemi/fortemi/issues/942,open,fix(oauth): stop silently extending access-token lifetime in hosted auth paths,P1,,P1: High; area/auth; area/rest-api; bug; documentation; effort/small; security; testing,Hosted auth and multi-tenancy launch gate,,2026-06-23T01:08:16Z,75,4,D,execute,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt.",,read,stale-60d; no-assignee,0,https://git.integrolabs.net/Fortemi/fortemi/issues/942,evidence/Fortemi--fortemi-issues.json,"Auth, server, HotM and ITOps owners",Parallel gated Phase 2,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,
Fortemi/fortemi#943,https://git.integrolabs.net/Fortemi/fortemi/issues/943,open,fix(oauth): require authenticated resource-owner consent and validate redirects before authorization responses,P0,,P0: Blocker; area/auth; area/rest-api; bug; documentation; effort/medium; security; testing; tier/licensed-server,Hosted auth and multi-tenancy launch gate,,2026-06-24T01:41:01Z,74,11,D,execute,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt.",,read,stale-60d; no-assignee,0,https://git.integrolabs.net/Fortemi/fortemi/issues/943,evidence/Fortemi--fortemi-issues.json,"Auth, server, HotM and ITOps owners",Parallel gated Phase 2,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,
Fortemi/fortemi#944,https://git.integrolabs.net/Fortemi/fortemi/issues/944,open,fix(oauth): gate dynamic client registration and implement or stop advertising client management,P1,,P1: High; area/auth; area/rest-api; bug; documentation; effort/medium; security; testing; tier/licensed-server,Hosted auth and multi-tenancy launch gate,,2026-07-19T09:50:27Z,49,10,D,execute,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt.",,read,no-assignee,0,https://git.integrolabs.net/Fortemi/fortemi/issues/944,evidence/Fortemi--fortemi-issues.json,"Auth, server, HotM and ITOps owners",Parallel gated Phase 2,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,
Fortemi/fortemi#945,https://git.integrolabs.net/Fortemi/fortemi/issues/945,open,fix(auth): require admin scope for API-key list/create and validate key policy fields,P1,,P1: High; area/auth; area/rest-api; bug; documentation; effort/small; security; testing,Hosted auth and multi-tenancy launch gate,,2026-06-22T22:38:25Z,75,4,D,execute,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt.",,read,stale-60d; no-assignee,0,https://git.integrolabs.net/Fortemi/fortemi/issues/945,evidence/Fortemi--fortemi-issues.json,"Auth, server, HotM and ITOps owners",Parallel gated Phase 2,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,
Fortemi/fortemi#946,https://git.integrolabs.net/Fortemi/fortemi/issues/946,open,fix(auth): admin-gate runtime inference configuration and audit endpoints,P1,,P1: High; area/auth; area/rest-api; bug; documentation; effort/medium; infrastructure; security; testing,Hosted auth and multi-tenancy launch gate,,2026-07-15T01:32:26Z,53,7,D,execute,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt.",,read,no-assignee,0,https://git.integrolabs.net/Fortemi/fortemi/issues/946,evidence/Fortemi--fortemi-issues.json,"Auth, server, HotM and ITOps owners",Parallel gated Phase 2,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,
Fortemi/fortemi#947,https://git.integrolabs.net/Fortemi/fortemi/issues/947,open,fix(auth): admin-gate PKE keyset lifecycle and validate imported key material,P1,,P1: High; area/auth; area/rest-api; bug; documentation; effort/medium; infrastructure; security; testing,Hosted auth and multi-tenancy launch gate,,2026-06-22T23:02:58Z,75,6,D,execute,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt.",,read,stale-60d; no-assignee,0,https://git.integrolabs.net/Fortemi/fortemi/issues/947,evidence/Fortemi--fortemi-issues.json,"Auth, server, HotM and ITOps owners",Parallel gated Phase 2,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,
Fortemi/fortemi#948,https://git.integrolabs.net/Fortemi/fortemi/issues/948,open,fix(pke): add route-specific crypto payload limits and zeroize HTTP sensitive buffers,P1,,P1: High; area/rest-api; bug; documentation; effort/medium; infrastructure; security; testing,Hosted auth and multi-tenancy launch gate,,2026-06-23T00:40:57Z,75,6,D,execute,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt.",,read,stale-60d; no-assignee,0,https://git.integrolabs.net/Fortemi/fortemi/issues/948,evidence/Fortemi--fortemi-issues.json,"Auth, server, HotM and ITOps owners",Parallel gated Phase 2,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,
Fortemi/fortemi#949,https://git.integrolabs.net/Fortemi/fortemi/issues/949,open,fix(auth): admin-gate webhook subscription and incoming receiver management,P1,,P1: High; area/auth; area/rest-api; bug; documentation; effort/medium; infrastructure; security; testing,Hosted auth and multi-tenancy launch gate,,2026-06-23T00:43:03Z,75,7,D,execute,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt.",,read,stale-60d; no-assignee,0,https://git.integrolabs.net/Fortemi/fortemi/issues/949,evidence/Fortemi--fortemi-issues.json,"Auth, server, HotM and ITOps owners",Parallel gated Phase 2,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,
Fortemi/fortemi#950,https://git.integrolabs.net/Fortemi/fortemi/issues/950,open,"fix(webhooks): harden public incoming receiver replay, validation, and idempotency boundaries",P1,,P1: High; area/auth; area/rest-api; bug; documentation; effort/medium; infrastructure; security; testing,Hosted auth and multi-tenancy launch gate,,2026-07-19T09:52:11Z,49,12,D,execute,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt.",,read,no-assignee,0,https://git.integrolabs.net/Fortemi/fortemi/issues/950,evidence/Fortemi--fortemi-issues.json,"Auth, server, HotM and ITOps owners",Parallel gated Phase 2,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,
Fortemi/fortemi#951,https://git.integrolabs.net/Fortemi/fortemi/issues/951,open,fix(ingest): enforce hosted-safe stream token policy and config bounds,P1,,P1: High; area/auth; area/rest-api; bug; documentation; effort/medium; infrastructure; security; testing,Hosted auth and multi-tenancy launch gate,,2026-06-23T01:37:06Z,75,5,D,execute,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt.",,read,stale-60d; no-assignee,8,https://git.integrolabs.net/Fortemi/fortemi/issues/951,evidence/Fortemi--fortemi-issues.json,"Auth, server, HotM and ITOps owners",Parallel gated Phase 2,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Hosted mode cannot start or serve with public unauthenticated ingest enabled.
- [ ] Mint/revoke have explicit authorization tests for allowed and denied principals.
- [ ] Token validation proves schema plus tenant/principal/client binding, or proves single-use stream-session binding if that remains the contract.
- [ ] Reuse/replay of a token beyond the selected binding is denied and tested.
- [ ] `rate_limit=0` and excessive `rate_limit` values are denied in hosted mode and tested.
- [ ] Invalid/zero/overflow values for ingest token TTL, token rate, cursor TTL, retry-after, stream buffer, progress interval, advisory rate, and line-size env vars have deterministic tests.
- [ ] Redis outage behavior is covered for mint, stream validation, readiness, and hosted admission.
- [ ] Docs/OpenAPI describe the hosted defaults, CE/dev escape hatch, token lifetime, binding, and rate-limit behavior."
Fortemi/fortemi#952,https://git.integrolabs.net/Fortemi/fortemi/issues/952,open,fix(realtime): validate Twilio media WebSocket signature and bind start frame to call session,P1,,P1: High; area/auth; area/rest-api; bug; documentation; effort/medium; infrastructure; security; testing,Streaming realtime phase 1,,2026-06-23T01:33:01Z,75,6,G,execute,"Resolve default-mode, outbox backpressure and payload-minimization decisions; implement durable publisher/consumer semantics with bounded retention, replay and auth tests.",,read,stale-60d; no-assignee,7,https://git.integrolabs.net/Fortemi/fortemi/issues/952,evidence/Fortemi--fortemi-issues.json,Server realtime and jobs maintainers,Phase 5 after policy decisions,"Resolve default-mode, outbox backpressure and payload-minimization decisions; implement durable publisher/consumer semantics with bounded retention, replay and auth tests. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] A media frame before a valid `start` frame is rejected and does not enter ASR.
- [ ] A `start.callSid` mismatch closes the socket and does not mutate the matched call session.
- [ ] A valid `start` then media sequence still transcribes and emits the expected outbox rows.
- [ ] Duplicate concurrent sockets for the same call are denied or handled by an explicit audited replacement policy.
- [ ] Closing an unbound or rejected socket does not mark the call `dropped`.
- [ ] Tests cover recent-session success, stale-session denial, missing start, mismatched start, duplicate socket, and normal close/drop semantics.
- [ ] Docs describe the production binding contract and any TwiML custom parameter/nonce requirement."
Fortemi/fortemi#954,https://git.integrolabs.net/Fortemi/fortemi/issues/954,open,fix(jobs): admin-gate queue control and manual job enqueue endpoints,P1,,P1: High; area/auth; area/rest-api; bug; documentation; effort/medium; infrastructure; jobs; security; testing,Hosted auth and multi-tenancy launch gate,,2026-07-19T07:43:43Z,49,6,D,execute,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt.",,read,no-assignee,7,https://git.integrolabs.net/Fortemi/fortemi/issues/954,evidence/Fortemi--fortemi-issues.json,"Auth, server, HotM and ITOps owners",Parallel gated Phase 2,"Resolve the named authority/runtime prerequisite, verify exact allow/deny and failure behavior under authenticated tenant identities, and retain the production-environment receipt. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Hosted-mode global pause/resume denies non-admin principals.
- [ ] Hosted-mode archive pause/resume denies principals outside the archive/tenant authorization context.
- [ ] Manual `POST /api/v1/jobs` denies unauthorized job types, high priority overrides, and payloads outside the caller's authorized resource scope.
- [ ] Queue list/detail/stats/status responses are tenant/resource-scoped for non-admin users or denied until tenant-scoped views exist.
- [ ] Tests cover no-auth sidecar behavior, authenticated non-admin denial, admin/operator success, archive mismatch denial, and valid archive-scoped operator success if that role is supported.
- [ ] Docs no longer imply that any bearer token can pause global processing in hosted deployments.
- [ ] Pause/resume and manual enqueue produce audit-ready events/records once #910 is available."
